m,y;M,AY;s; 
f,o,r;F,AO,R;s; 
i,n;IH,N;s; 
th,e;DH,AH;s; 
b,oo,k;B,UH,K;s; 
o,f;AH,V;s; 
i,s;IH,Z;s; 
i,t;IH,T;s; 
wr,i,t;R,IH,T;s; 
wh,e,n;ʍ,e,N;s; 
th,e;DH,AH;s; 
m,a,n;M,AE,N;s; 
l,e,t;L,EH,T;s; 
th,e;DH,AH;s; 
d,e,sc,e,n,d;D,IH,S,EH,N,D;s; 
u,n,t,o;AH,N,T,UW;s; 
th,e;DH,AH;s; 
l,o,r,d;L,AO,R,D;s; 
s,t,a,n,d;S,T,AE,N,D;s; 
f,o,r;F,AO,R;s; 
y,ou,r;Y,AO,R;s; 
u,n,w,i,n,d;AH,N,W,AY,N,D;s; 
y,ou,r;Y,AO,R;s; 
b,l,oo,d,y;B,L,AH,D,IY;s; 
f,l,a,g;F,L,AE,G;s; 
l,oo,k;L,UH,K;s; 
b,a,ck;B,AE,K;s; 
i,n,t,o;IH,N,T,UW;s; 
y,ou,r;Y,AO,R;s; 
m,i,g,h,t,y;M,ǝ,IH,T,ǝ,IH;s; 
g,o;G,OW;s; 
m,y;M,AY;s; 
d,r,ea,d;D,R,EH,D;s; 
l,o,r,d;L,AO,R,D;s; 
t,o;T,UW;s; 
y,ou,r;Y,AO,R;s; 
f,r,o,m;F,R,AH,M;s; 
wh,o,m;HH,UW,M;s; 
y,ou;Y,UW;s; 
c,l,ai,m;K,L,EH,M;s; 
h,i,s;HH,IH,Z;s; 
s,p,i,r,i,t;S,P,IH,R,AH,T;s; 
a,n,d;AH,N,D;s; 
y,ou,r;Y,AO,R;s; 
e,d,w,a,r,d;e,D,W,ǝ,R,D;s; 
th,e;DH,AH;s; 
b,l,a,ck;B,L,AE,K;s; 
wh,o;HH,UW;s; 
o,n;AA,N;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
a;AH;s; 
t,r,a,g,e,d,y;T,R,AE,JH,AH,D,IY;s; 
d,e,f,ea,t;D,IH,F,EH,T;s; 
o,n;AA,N;s; 
th,e;DH,AH;s; 
f,u,ll;F,UH,L;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; 
m,o,s,t;M,OW,S,T;s; 
m,i,g,h,t,y;M,ǝ,IH,T,ǝ,IH;s; 
o,n;AA,N;s; 
a;AH;s; 
s,t,oo,d;S,T,UH,D;s; 
s,m,i,l,i,n,g;S,M,ǝ,IH,L,IH,N;s; 
t,o;T,UW;s; 
b,e,h,o,l,d;B,IH,HH,OW,L,D;s; 
h,i,s;HH,IH,Z;s; 
l,io,n,',s;L,AY,AH,N,Z;s; 
i,n;IH,N;s; 
b,l,oo,d;B,L,AH,D;s; 
o,f;AH,V;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
o;OW;s; 
e,n,g,l,i,sh;IH,NG,G,L,IH,SH;s; 
th,a,t;DH,AE,T;s; 
w,i,th;W,IH,DH;s; 
th,ei,r;DH,EH,R;s; 
f,o,r,c,e,s;F,AO,R,S,IH,Z;s; 
th,e;DH,AH;s; 
f,u,ll;F,UH,L;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
l,e,t;L,EH,T;s; 
a,n,o,th,e,r;ǝ,N,ɤ,DH,ǝ,R;s; 
s,t,a,n,d;S,T,AE,N,D;s; 
b,y;B,AY;s; 
a,ll;AA,L;s; 
ou,t;AW,T;s; 
o,f;AH,V;s; 
w,o,r,k;W,AO,R,K;s; 
a,n,d;AH,N,D;s; 
c,o,l,d;K,OW,L,D;s; 
f,o,r;F,AO,R;s; 
a,c,t,io,n;AE,K,SH,AH,N;s; 
o;OW;s; 
l,e,t;L,EH,T;s; 
th,ei,r;DH,EH,R;s; 
b,o,d,ie,s;B,AA,D,IY,Z;s; 
m,y;M,AY;s; 
d,ea,r;D,IY,R;s; 
w,i,th;W,IH,DH;s; 
b,l,oo,d;B,L,AH,D;s; 
a,n,d;AH,N,D;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; 
w,i,n;W,IH,N;s; 
y,ou,r;Y,AO,R;s; 
i,n;IH,N;s; 
ai,d;EH,D;s; 
wh,e,r,eo,f;ʍ,EH,R,ɒ,V;s; 
w,e;W,IY;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
w,i,ll;W,IH,L;s; 
y,ou,r;Y,AO,R;s; 
a;AH;s; 
m,i,g,h,t,y;M,ǝ,IH,T,ǝ,IH;s; 
s,u,m;S,ɤ,M;s; 
a,s;AE,Z;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
d,i,d;D,IH,D;s; 
th,e;DH,AH;s; 
a,t;AE,T;s; 
i,n;IH,N;s; 
t,o;T,UW;s; 
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; 
o,f;AH,V;s; 
sh,a,ll;SH,AE,L;s; 
b,e;B,IY;s; 
a;AH;s; 
w,a,ll;W,AO,L;s; 
t,o;T,UW;s; 
d,e,f,e,n,d;D,IH,F,EH,N,D;s; 
ou,r;OW,R;s; 
i,n,l,a,n,d;IH,N,L,AE,N,D;s; 
f,r,o,m;F,R,AH,M;s; 
th,e;DH,AH;s; 
sh,e;SH,IY;s; 
h,a,th;HH,AE,TH;s; 
b,ee,n;B,IH,N;s; 
th,e,n;DH,EH,N;s; 
th,a,n;DH,AE,N;s; 
m,y;M,AY;s; 
f,o,r;F,AO,R;s; 
b,u,t;B,AH,T;s; 
b,y;B,AY;s; 
wh,e,n;ʍ,e,N;s; 
a,ll;AA,L;s; 
ch,i,v,a,l,r,y;SH,IH,V,AH,L,R,IY;s; 
h,a,th;HH,AE,TH;s; 
b,ee,n;B,IH,N;s; 
i,n;IH,N;s; 
a,n,d;AH,N,D;s; 
sh,e;SH,IY;s; 
a;AH;s; 
o,f;AH,V;s; 
n,o,b,l,e,s;N,OW,B,AH,L,Z;s; 
sh,e;SH,IY;s; 
h,a,th;HH,AE,TH;s; 
n,o,t;N,AA,T;s; 
o,n,l,y;OW,N,L,IY;s; 
w,e,ll;W,EH,L;s; 
d,e,f,e,n,d,e,d;D,IH,F,EH,N,D,AH,D;s; 
b,u,t;B,AH,T;s; 
t,a,k,e,n;T,EY,K,AH,N;s; 
a,n,d;AH,N,D;s; 
i,m,p,ou,n,d,e,d;IH,M,P,AW,N,D,IH,D;s; 
a,s;AE,Z;s; 
a;AH;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
wh,o,m;HH,UW,M;s; 
sh,e;SH,IY;s; 
d,i,d;D,IH,D;s; 
s,e,n,d;S,EH,N,D;s; 
t,o;T,UW;s; 
t,o;T,UW;s; 
f,i,ll;F,IH,L;s; 
w,i,th;W,IH,DH;s; 
a,n,d;AH,N,D;s; 
a,s;AE,Z;s; 
r,i,ch;R,IH,CH;s; 
w,i,th;W,IH,DH;s; 
a,s;AE,Z;s; 
i,s;IH,Z;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
b,o,tt,o,m;B,AA,T,AH,M;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
s,ea;S,IY;s; 
w,i,th;W,IH,DH;s; 
s,u,n,k,e,n;S,ɤ,NG,K,ǝ,N;s; 
wr,a,ck;R,AE,K;s; 
a,n,d;AH,N,D;s; 
s,u,m,l,e,ss;S,ɤ,M,L,ǝ,S;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; 
d,o,th;D,AO,TH;s; 
h,ea,v,e,n;HH,EH,V,AH,N;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
m,a,n;M,AE,N;s; 
i,n;IH,N;s; 
f,u,n,c,t,io,n,s;F,AH,NG,K,SH,AH,N,Z;s; 
i,n;IH,N;s; 
t,o;T,UW;s; 
i,s;IH,Z;s; 
a,s;AE,Z;s; 
a,n;AE,N;s; 
ai,m;EH,M;s; 
o,r;AO,R;s; 
b,u,tt;B,AH,T;s; 
f,o,r;F,AO,R;s; 
s,o;S,OW;s; 
w,o,r,k;W,AO,R,K;s; 
th,e;DH,AH;s; 
th,a,t;DH,AE,T;s; 
b,y;B,AY;s; 
a;AH;s; 
i,n;IH,N;s; 
n,a,t,re;N,EY,CH,ER;s; 
t,ea,ch;T,IY,CH;s; 
th,e;DH,AH;s; 
a,c,t;AE,K,T;s; 
o,f;AH,V;s; 
o,r,d,e,r;AO,R,D,ǝ,R;s; 
t,o;T,UW;s; 
a;AH;s; 
p,eo,p,l,e,d;P,IY,P,AH,L,D;s; 
a;AH;s; 
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
s,o,r,t,s;S,AO,R,T,S;s; 
a,t;AE,T;s; 
h,me;OW,M;s; 
a,b,r,oa,d;AH,B,R,AO,D;s; 
i,n;IH,N;s; 
th,ei,r;DH,EH,R;s; 
b,oo,t;B,UW,T;s; 
u,p,o,n;AH,P,AA,N;s; 
th,e;DH,AH;s; 
v,e,l,v,e,t;V,EH,L,V,AH,T;s; 
b,u,d,s;B,ɤ,D,Z;s; 
w,i,th;W,IH,DH;s; 
m,e,rr,r,y;M,e,r,ǝ,IH;s; 
h,me;OW,M;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
t,e,n,t;T,EH,N,T;s; 
o,f;AH,V;s; 
th,ei,r;DH,EH,R;s; 
wh,o;HH,UW;s; 
i,n;IH,N;s; 
h,i,s;HH,IH,Z;s; 
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; 
th,e;DH,AH;s; 
m,a,s,o,n,s;M,EY,S,AH,N,Z;s; 
r,oo,f,s;R,UW,F,S;s; 
o,f;AH,V;s; 
g,o,l,d;G,OW,L,D;s; 
th,e;DH,AH;s; 
c,i,v,i,l;S,IH,V,AH,L;s; 
c,i,t,i,z,e,n,s;S,IH,T,AH,Z,AH,N,Z;s; 
u,p;AH,P;s; 
th,e;DH,AH;s; 
th,e;DH,AH;s; 
p,oo,r;P,UH,R;s; 
m,e,ch,a,n,i,c;M,ǝ,K,AW,N,IH,K;s; 
i,n;IH,N;s; 
th,ei,r;DH,EH,R;s; 
h,ea,v,y;e,V,ǝ,IH;s; 
b,u,r,d,e,n,s;B,ɐ,R,,,-,Z;s; 
a,t;AE,T;s; 
h,i,s;HH,IH,Z;s; 
th,e;DH,AH;s; 
s,a,d,-,e,y,e,d;S,AW,D,-,ˌ,ǝ,IH,D;s; 
w,i,th;W,IH,DH;s; 
h,i,s;HH,IH,Z;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
l,a,z,y;L,EY,Z,IY;s; 
i;AY;s; 
th,i,s;DH,IH,S;s; 
th,a,t;DH,AE,T;s; 
f,u,ll;F,UH,L;s; 
r,e,f,e,r,e,ce;R,EH,F,ER,AH,N,S;s; 
t,o;T,UW;s; 
c,o,n,s,e,n,t;K,AH,N,S,EH,N,T;s; 
w,o,r,k;W,AO,R,K;s; 
a,s;AE,Z;s; 
t,o;T,UW;s; 
m,a,r,k;M,AA,R,K;s; 
a,s;AE,Z;s; 
m,ee,t;M,IY,T;s; 
i,n;IH,N;s; 
a,s;AE,Z;s; 
f,r,e,sh;F,R,EH,SH;s; 
s,t,r,ea,m,s;S,T,R,IY,M,Z;s; 
m,ee,t;M,IY,T;s; 
i,n;IH,N;s; 
s,a,l,t;S,AO,L,T;s; 
s,ea;S,IY;s; 
a,s;AE,Z;s; 
l,i,n,e,s;L,ǝ,IH,N,Z;s; 
i,n;IH,N;s; 
th,e;DH,AH;s; 
d,ia,l,',s;D,AY,AH,L,Z;s; 
s,o;S,OW;s; 
a;AH;s; 
a,c,t,io,n,s;AE,K,SH,AH,N,Z;s; 
a,f,oo,t;AH,F,UH,T;s; 
e,n,d;EH,N,D;s; 
i,n;IH,N;s; 
a,n,d;AH,N,D;s; 
b,e;B,IY;s; 
a,ll;AA,L;s; 
w,e,ll;W,EH,L;s; 
d,e,f,ea,t;D,IH,F,EH,T;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; 
t,o;T,UW;s; 
m,y;M,AY;s; 
y,ou,r;Y,AO,R;s; 
e,n,g,l,a,n,d;IH,NG,G,L,AH,N,D;s; 
i,n,t,o;IH,N,T,UW;s; 
f,ou,r;F,AO,R;s; 
wh,e,r,eo,f;ʍ,EH,R,ɒ,V;s; 
y,ou;Y,UW;s; 
i,n,t,o;IH,N,T,UW;s; 
a,n,d;AH,N,D;s; 
y,ou;Y,UW;s; 
w,i,th,a,l;W,IH,DH,AA,L;s; 
sh,a,ll;SH,AE,L;s; 
a,ll;AA,L;s; 
i,f;IH,F;s; 
w,e;W,IY;s; 
w,i,th;W,IH,DH;s; 
l,e,f,t;L,EH,F,T;s; 
a,t;AE,T;s; 
h,me;OW,M;s; 
c,a,nn,o,t;K,AE,N,AA,T;s; 
d,e,f,e,n,d;D,IH,F,EH,N,D;s; 
ou,r;OW,R;s; 
d,oo,r,s;D,AO,R,Z;s; 
f,r,o,m;F,R,AH,M;s; 
th,e;DH,AH;s; 
d,o,g;D,AO,G;s; 
l,e,t;L,EH,T;s; 
u,s;AH,S;s; 
b,e;B,IY;s; 
a,n,d;AH,N,D;s; 
ou,r;OW,R;s; 
n,a,t,io,n;N,EY,SH,AH,N;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,a,r,d,i,n,e,ss;AA,R,D,IH,ˌ,N,e,S;s; 
a,n,d;AH,N,D;s; 
