o,l,d;OW,L,D;s; 
b,a,n,i,sh;B,AE,N,IH,SH;s; AE,IH
th,ei,r;DH,EH,R;s; 
a,ff,e,c,t,s;ǝ,F,e,K,·,S;s; 
w,i,th;W,IH,DH;s; IH
h,i,m;HH,IH,M;s; IH
o,ff;AO,F;s; AO
g,oe,s;G,OW,Z;s; 
h,i,s;HH,IH,Z;s; IH
b,o,nn,e,t;B,AA,N,AH,T;s; AA
t,o;T,UW;s; UW
a,n;AE,N;s; AE
a;AH;s; 
o,f;AH,V;s; 
b,i,d;B,IH,D;s; IH
g,o,d;G,AA,D;s; AA
s,p,ee,d;S,P,IY,D;s; IY
h,i,m;HH,IH,M;s; IH
w,e,ll;W,EH,L;s; 
a,n,d;AH,N,D;s; 
h,a,d;HH,AE,D;s; AE
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
w,i,th;W,IH,DH;s; IH
th,a,n,k,s;TH,AE,NG,K,S;s; AE
m,y;M,AY;s; AY
c,ou,n,t,r,y,m,e,n;K,AH,N,T,R,IY,M,IH,N;s; IY,IH
m,y;M,AY;s; AY
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
a,s;AE,Z;s; AE
w,re;W,ER;s; 
ou,r;OW,R;s; 
e,n,g,l,a,n,d;IH,NG,G,L,AH,N,D;s; IH
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
h,e;HH,IY;s; IY
ou,r;OW,R;s; 
d,e,g,r,ee;D,IH,G,R,IY;s; IH,IY
i,n;IH,N;s; IH
w,e;W,IY;s; IY
w,i,ll;W,IH,L;s; IH
ou,r,s,e,l,f;AW,ER,S,EH,L,F;s; 
i,n;IH,N;s; IH
t,o;T,UW;s; UW
th,i,s;DH,IH,S;s; IH
w,a,r;W,AO,R;s; AO
a,n,d;AH,N,D;s; 
f,o,r;F,AO,R;s; AO
ou,r;OW,R;s; 
w,i,th;W,IH,DH;s; IH
t,oo;T,UW;s; UW
g,r,ea,t;G,r,e,T;s; 
a;AH;s; 
c,ou,r,t;K,AO,R,T;s; AO
a,n,d;AH,N,D;s; 
l,a,r,g,e,ss;L,AA,R,JH,AH,S;s; AA
w,e;W,IY;s; IY
t,o;T,UW;s; UW
f,a,r,m;F,AA,R,M;s; AA
ou,r;OW,R;s; 
r,ea,l,m;R,EH,L,M;s; 
th,e;DH,AH;s; 
wh,e,r,eo,f;ʍ,EH,R,ɒ,V;s; 
sh,a,ll;SH,AE,L;s; AE
u,s;AH,S;s; 
f,o,r;F,AO,R;s; AO
ou,r;OW,R;s; 
a,ff,ai,r,s;AH,F,EH,R,Z;s; 
i,n;IH,N;s; IH
i,f;IH,F;s; IH
th,a,t;DH,AE,T;s; AE
sh,o,r,t;SH,AO,R,T;s; AO
ou,r;OW,R;s; 
a,t;AE,T;s; AE
h,me;OW,M;s; 
sh,a,ll;SH,AE,L;s; AE
b,l,a,n,k;B,L,AE,NG,K;s; AE
wh,e,n;ʍ,e,N;s; 
sh,a,ll;SH,AE,L;s; AE
wh,a,t;W,AH,T;s; 
m,e,n;M,EH,N;s; 
r,i,ch;R,IH,CH;s; IH
sh,a,ll;SH,AE,L;s; AE
th,e,m;DH,EH,M;s; 
f,o,r;F,AO,R;s; AO
s,u,m,s;S,ɤ,M,Z;s; 
o,f;AH,V;s; 
g,o,l,d;G,OW,L,D;s; 
a,n,d;AH,N,D;s; 
s,e,n,d;S,EH,N,D;s; 
th,e,m;DH,EH,M;s; 
a,f,t,e,r;AW,F,T,ǝ,R;s; 
t,o;T,UW;s; UW
s,u,pp,p,l,y;S,ǝ,P,L,ǝ,IH;s; IH
ou,r;OW,R;s; 
w,a,n,t,s;W,AA,N,T,S;s; AA
f,o,r;F,AO,R;s; AO
w,e;W,IY;s; IY
w,i,ll;W,IH,L;s; IH
f,o,r;F,AO,R;s; AO
p,r,e,s,e,n,t,l,y;P,R,EH,Z,AH,N,T,L,IY;s; IY
wh,a,t;W,AH,T;s; 
h,e;HH,IY;s; IY
p,u,t;P,UH,T;s; UH
i,t;IH,T;s; IH
g,o,d;G,AA,D;s; AA
i,n;IH,N;s; IH
th,e;DH,AH;s; 
t,o;T,UW;s; UW
h,i,m;HH,IH,M;s; IH
t,o;T,UW;s; UW
h,i,s;HH,IH,Z;s; IH
th,e;DH,AH;s; 
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
sh,a,ll;SH,AE,L;s; AE
c,oa,t,s;K,OW,T,S;s; 
t,o;T,UW;s; UW
d,e,ck;D,EH,K;s; 
ou,r;OW,R;s; 
f,o,r;F,AO,R;s; AO
i,r,i,sh;AY,R,IH,SH;s; AY,IH
w,a,r,s;W,AO,R,Z;s; AO
g,e,n,t,l,e,m,e,n;JH,EH,N,T,AH,L,M,IH,N;s; IH
a,ll;AA,L;s; AA
g,o;G,OW;s; 
v,i,s,i,t;V,IH,Z,AH,T;s; IH
h,i,m;HH,IH,M;s; IH
g,o,d;G,AA,D;s; AA
w,e;W,IY;s; IY
h,a,te;AW,S,T;s; 
a,n,d;AH,N,D;s; 
t,oo;T,UW;s; UW
wh,a,t;W,AH,T;s; 
c,o,m,f,o,r,t;K,ɤ,M,F,ǝ,R,T;s; 
m,a,n;M,AE,N;s; AE
i,s;IH,Z;s; IH
w,i,th;W,IH,DH;s; IH
g,au,n,t;G,AO,N,T;s; AO
c,a,n;K,AE,N;s; AE
s,i,ck;S,IH,K;s; IH
m,e,n;M,EH,N;s; 
s,o;S,OW;s; 
w,i,th;W,IH,DH;s; IH
th,ei,r;DH,EH,R;s; 
m,e,n;M,EH,N;s; 
w,i,th;W,IH,DH;s; IH
th,a,t;DH,AE,T;s; AE
th,ou;DH,AW;s; 
th,ou;DH,AW;s; 
m,e;M,IY;s; IY
i;AY;s; AY
a,m;AE,M;s; AE
i,n;IH,N;s; IH
i;AY;s; AY
a,n,d;AH,N,D;s; 
s,ee;S,IY;s; IY
th,ee;DH,IY;s; IY
i,ll;IH,L;s; IH
a;AH;s; 
l,u,n,a,t,i,c;L,UW,N,AH,T,IH,K;s; UW,IH
f,oo,l;F,UH,L;s; UH
o,n;AA,N;s; AA
a,n;AE,N;s; AE
w,i,th;W,IH,DH;s; IH
f,r,o,z,e,n;F,R,OW,Z,AH,N;s; 
a,d,m,o,n,i,t,io,n;AE,D,M,AH,N,IH,SH,AH,N;s; AE,IH
ou,r;OW,R;s; 
ch,ee,k;CH,IY,K;s; IY
ch,a,s,i,n,g;T,SH,EH,S,IH,N;s; IH
th,e;DH,AH;s; 
b,l,oo,d;B,L,AH,D;s; 
w,i,th;W,IH,DH;s; IH
f,r,o,m;F,R,AH,M;s; 
h,i,s;HH,IH,Z;s; IH
b,y;B,AY;s; AY
m,y;M,AY;s; AY
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; AE,IY
th,ou;DH,AW;s; 
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
g,r,ea,t;G,r,e,T;s; 
s,o,n;S,AO,̃;s; AO
th,i,s;DH,IH,S;s; IH
th,a,t;DH,AE,T;s; AE
r,u,n,s;R,AH,N,Z;s; 
s,o;S,OW;s; 
i,n;IH,N;s; IH
r,u,n;r,ɤ,N;s; 
f,r,o,m;F,R,AH,M;s; 
a,n,d;AH,N,D;s; 
l,e,t;L,EH,T;s; 
th,e,m;DH,EH,M;s; 
th,a,t;DH,AE,T;s; AE
a,n,d;AH,N,D;s; 
s,u,ll,e,n,s;S,AH,L,AH,N,Z;s; 
f,o,r;F,AO,R;s; AO
b,o,th;B,OW,TH;s; 
h,a,s,t;HH,AE,S,T;s; AE
th,ou;DH,AW;s; 
a,n,d;AH,N,D;s; 
b,o,th;B,OW,TH;s; 
th,e;DH,AH;s; 
y,ou;Y,UW;s; UW
t,r,ue;T,R,UW;s; UW
a,s;AE,Z;s; AE
s,o;S,OW;s; 
h,i,s;HH,IH,Z;s; IH
a,s;AE,Z;s; AE
th,ei,r,s;DH,EH,R,Z;s; 
s,o;S,OW;s; 
a,n,d;AH,N,D;s; 
a,ll;AA,L;s; AA
b,e;B,IY;s; IY
a,s;AE,Z;s; AE
i,t;IH,T;s; IH
i,s;IH,Z;s; IH
wh,a,t;W,AH,T;s; 
h,e;HH,IY;s; IY
th,e;DH,AH;s; 
f,r,ui,t;F,R,UW,T;s; UW
a,n,d;AH,N,D;s; 
s,o;S,OW;s; 
d,o,th;D,AO,TH;s; AO
h,e;HH,IY;s; IY
h,i,s;HH,IH,Z;s; IH
i,s;IH,Z;s; IH
s,p,e,n,t;S,P,EH,N,T;s; 
ou,r;OW,R;s; 
m,u,s,t;M,AH,S,T;s; 
b,e;B,IY;s; IY
s,o;S,OW;s; 
f,o,r;F,AO,R;s; AO
th,a,t;DH,AE,T;s; AE
f,o,r;F,AO,R;s; AO
ou,r;OW,R;s; 
i,r,i,sh;AY,R,IH,SH;s; AY,IH
w,a,r,s;W,AO,R,Z;s; AO
w,e;W,IY;s; IY
m,u,s,t;M,AH,S,T;s; 
k,e,r,n;K,ɐ,R,N;s; 
v,e,n,o,m;V,EH,N,AH,M;s; 
n,o;N,OW;s; 
v,e,n,o,m;V,EH,N,AH,M;s; 
b,u,t;B,AH,T;s; 
o,n,l,y;OW,N,L,IY;s; IY
t,o;T,UW;s; UW
a,n,d;AH,N,D;s; 
f,o,r;F,AO,R;s; AO
g,r,ea,t;G,r,e,T;s; 
a,ff,ai,r,s;AH,F,EH,R,Z;s; 
d,o;D,OW;s; 
a,s,k;AW,S,K;s; 
t,o,w,a,r,d,s;T,AH,W,AO,R,D,Z;s; AO
ou,r;OW,R;s; 
w,e;W,IY;s; IY
d,o;D,OW;s; 
t,o;T,UW;s; UW
u,s;AH,S;s; 
th,e;DH,AH;s; 
a,n,d;AH,N,D;s; 
m,o,v,a,b,l,e,s;M,ɤ,V,ǝ,B,ǝ,L,Z;s; 
wh,e,r,eo,f;ʍ,EH,R,ɒ,V;s; 
ou,r;OW,R;s; 
g,au,n,t;G,AO,N,T;s; AO
d,i,d;D,IH,D;s; IH
s,t,a,n,d;S,T,AE,N,D;s; AE
wh,h,y;ʍ,ǝ,IH;s; IH
th,e;DH,AH;s; 
m,a,tt,e,r;M,AW,T,ǝ,R;s; 
th,i,n,k;TH,IH,NG,K;s; IH
wh,a,t;W,AH,T;s; 
y,ou;Y,UW;s; UW
w,i,ll;W,IH,L;s; IH
w,e;W,IY;s; IY
i,n,t,o;IH,N,T,UW;s; IH,UW
ou,r;OW,R;s; 
h,i,s;HH,IH,Z;s; IH
h,i,s;HH,IH,Z;s; IH
g,oo,d,s;G,UH,D,Z;s; UH
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; IH
l,a,n,d,s;L,AE,N,D,Z;s; AE
g,o;G,OW;s; 
t,o;T,UW;s; UW
th,e;DH,AH;s; 
o,f;AH,V;s; 
b,i,d;B,IH,D;s; IH
h,i,m;HH,IH,M;s; IH
r,e,p,ai,r;r,IH,P,EH,R;s; IH
t,o;T,UW;s; UW
u,s;AH,S;s; 
t,o;T,UW;s; UW
e,l,y;IY,L,AY;s; IY,AY
t,o;T,UW;s; UW
s,ee;S,IY;s; IY
th,i,s;DH,IH,S;s; IH
w,e;W,IY;s; IY
w,i,ll;W,IH,L;s; IH
f,o,r;F,AO,R;s; AO
a,n,d;AH,N,D;s; 
i;AY;s; AY
a,n,d;AH,N,D;s; 
w,e;W,IY;s; IY
i,n;IH,N;s; IH
o,f;AH,V;s; 
ou,r,s,e,l,f;AW,ER,S,EH,L,F;s; 
ou,r;OW,R;s; 
y,o,r,k;Y,AO,R,K;s; AO
l,o,r,d;L,AO,R,D;s; AO
o,f;AH,V;s; 
e,n,g,l,a,n,d;IH,NG,G,L,AH,N,D;s; IH
f,o,r;F,AO,R;s; AO
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
a,n,d;AH,N,D;s; 
u,s;AH,S;s; 
w,e,ll;W,EH,L;s; 
o,n;AA,N;s; AA
ou,r;OW,R;s; 
m,u,s,t;M,AH,S,T;s; 
w,e;W,IY;s; IY
p,a,r,t;P,AA,R,T;s; AA
b,e;B,IY;s; IY
m,e,rr,r,y;M,e,r,ǝ,IH;s; IH
f,o,r;F,AO,R;s; AO
ou,r;OW,R;s; 
o,f;AH,V;s; 
i,s;IH,Z;s; IH
sh,o,r,t;SH,AO,R,T;s; AO
c,a,ll;K,AO,L;s; AO
th,i,s;DH,IH,S;s; IH
a,t;AE,T;s; AE
n,ee,d,s;N,IY,D,Z;s; IY
m,u,s,t;M,AH,S,T;s; 
i;AY;s; AY
i,t;IH,T;s; IH
w,e,ll;W,EH,L;s; 
i;AY;s; AY
w,ee,p;W,IY,P;s; IY
f,o,r;F,AO,R;s; AO
t,o;T,UW;s; UW
s,t,a,n,d;S,T,AE,N,D;s; AE
u,p,o,n;AH,P,AA,N;s; AA
m,y;M,AY;s; AY
a,g,ai,n;ǝ,ɡ,EH,N;s; 
d,ea,r;D,IY,R;s; IY
i;AY;s; AY
d,o;D,OW;s; 
th,ee;DH,IY;s; IY
w,i,th;W,IH,DH;s; IH
m,y;M,AY;s; AY
r,e,b,e,l,s;R,EH,B,AH,L,Z;s; 
th,ee;DH,IY;s; IY
w,i,th;W,IH,DH;s; IH
th,ei,r;DH,EH,R;s; 
h,oo,f,s;HH,UH,F,S;s; UH
a,s;AE,Z;s; AE
a;AH;s; 
w,i,th;W,IH,DH;s; IH
ch,i,l,d;CH,AY,L,D;s; AY
f,o,n,d,l,y;F,AA,N,D,L,IY;s; AA,IY
w,i,th;W,IH,DH;s; IH
t,ea,r,s;T,EH,R,Z;s; 
a,n,d;AH,N,D;s; 
s,m,i,l,e,s;S,M,ǝ,IH,L,Z;s; IH
i,n;IH,N;s; IH
s,o;S,OW;s; 
s,m,i,l,i,n,g;S,M,ǝ,IH,L,IH,N;s; IH,IH
g,r,ee,t;G,R,IY,T;s; IY
i;AY;s; AY
th,ee;DH,IY;s; IY
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
d,o;D,OW;s; 
th,ee;DH,IY;s; IY
w,i,th;W,IH,DH;s; IH
m,y;M,AY;s; AY
f,ee,d;F,IY,D;s; IY
n,o,t;N,AA,T;s; AA
f,oe;F,OW;s; 
m,y;M,AY;s; AY
n,o,r;N,AO,R;s; AO
w,i,th;W,IH,DH;s; IH
s,w,ee,t,s;S,W,IY,T,S;s; IY
c,o,m,f,o,r,t;K,ɤ,M,F,ǝ,R,T;s; 
h,i,s;HH,IH,Z;s; IH
r,a,v,e,n,ou,s;R,AE,V,AH,N,AH,S;s; AE
b,u,t;B,AH,T;s; 
l,e,t;L,EH,T;s; 
th,a,t;DH,AE,T;s; AE
s,u,ck;S,ɤ,K;s; 
u,p;AH,P;s; 
v,e,n,o,m;V,EH,N,AH,M;s; 
a,n,d;AH,N,D;s; 
t,oa,d,s;T,OW,D,Z;s; 
i,n;IH,N;s; IH
th,ei,r;DH,EH,R;s; 
d,oi,n,g;D,UW,IH,N;s; UW,IH
a,nn,o,y,a,ce;AH,N,OY,AH,N,S;s; 
t,o;T,UW;s; UW
th,e;DH,AH;s; 
f,ee,t;F,IY,T;s; IY
w,i,th;W,IH,DH;s; IH
u,s,u,r,p,i,n,g;Y,UH,Z,ɐ,R,P,IH,N;s; UH,IH
s,t,e,p,s;S,T,EH,P,S;s; 
d,o;D,OW;s; 
th,ee;DH,IY;s; IY
y,ie,l,d;Y,IY,L,D;s; IY
t,o;T,UW;s; UW
e,n,e,m,ie,s;EH,N,AH,M,IY,Z;s; IY
a,n,d;AH,N,D;s; 
wh,e,n;ʍ,e,N;s; 
f,r,o,m;F,R,AH,M;s; 
b,o,s,o,m;B,UH,Z,AH,M;s; UH
p,l,u,ck;P,L,ɤ,K;s; 
a;AH;s; 
g,ua,r,d;G,AA,R,D;s; AA
i,t;IH,T;s; IH
i;AY;s; AY
th,ee;DH,IY;s; IY
w,i,th;W,IH,DH;s; IH
a;AH;s; 
w,i,th;W,IH,DH;s; IH
a;AH;s; 
m,o,r,t,a,l;M,AO,R,T,AA,L;s; AO,AA
d,ea,th;D,EH,TH;s; 
u,p,o,n;AH,P,AA,N;s; AA
e,n,e,m,ie,s;EH,N,AH,M,IY,Z;s; IY
m,o,ck;M,AA,K;s; AA
n,o,t;N,AA,T;s; AA
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
th,i,s;DH,IH,S;s; IH
sh,a,ll;SH,AE,L;s; AE
a;AH;s; 
a,n,d;AH,N,D;s; 
sh,a,ll;SH,AE,L;s; AE
u,n,d,e,r;ɤ,N,D,ǝ,R;s; 
r,e,b,e,ll,io,n,',s;R,IH,B,EH,L,Y,AH,N,Z;s; IH
a,r,m,s;AA,R,M,Z;s; AA
c,ou,s,i,n;K,AH,Z,AH,N;s; 
th,ou;DH,AW;s; 
n,o,t;N,AA,T;s; AA
th,a,t;DH,AE,T;s; AE
wh,e,n;ʍ,e,N;s; 
th,e;DH,AH;s; 
s,ea,r,ch,i,n,g;S,ɐ,R,T,SH,IH,N;s; IH
o,f;AH,V;s; 
h,ea,v,e,n;HH,EH,V,AH,N;s; 
i,s;IH,Z;s; IH
h,i,d;HH,IH,D;s; IH
b,e,h,i,n,d;B,IH,ə,IH,N,D;s; IH,IH
th,e;DH,AH;s; 
th,a,t;DH,AE,T;s; AE
th,e;DH,AH;s; 
l,o,w,e,r;L,OW,·,ǝ,R;s; 
th,e,n;DH,EH,N;s; 
a,n,d;AH,N,D;s; 
a,b,r,oa,d;AH,B,R,AO,D;s; AO
u,n,s,ee,n;AH,N,S,IY,N;s; IY
i,n;IH,N;s; IH
a,n,d;AH,N,D;s; 
i,n;IH,N;s; IH
b,o,l,d,l,y;B,OW,L,D,L,IY;s; IY
b,u,t;B,AH,T;s; 
wh,e,n;ʍ,e,N;s; 
f,r,o,m;F,R,AH,M;s; 
u,n,d,e,r;ɤ,N,D,ǝ,R;s; 
th,i,s;DH,IH,S;s; IH
t,e,rr,e,s,t,r,ia,l;ǝ,r,e,S,T,r,IH,AA,L;s; IH,AA
b,a,ll;B,AA,L;s; AA
h,e;HH,IY;s; IY
th,e;DH,AH;s; 
t,o,p,s;T,AA,P,S;s; AA
o,f;AH,V;s; 
th,e;DH,AH;s; 
p,i,n,e,s;P,ǝ,IH,N,S;s; IH
a,n,d;AH,N,D;s; 
d,a,r,t,s;D,AA,R,T,S;s; AA
h,i,s;HH,IH,Z;s; IH
e,v,e,r,y;e,V,r,ǝ,IH;s; IH
g,ui,l,t,y;G,IH,L,T,IY;s; IH,IY
h,le;OW,L;s; 
th,e,n;DH,EH,N;s; 
a,n,d;AH,N,D;s; 
d,e,t,e,s,t,e,d;D,IH,T,EH,S,T,IH,D;s; IH,IH
s,i,n,s;S,IH,N,Z;s; IH
th,e;DH,AH;s; 
c,l,oa,k;K,L,OW,K;s; 
o,f;AH,V;s; 
b,ei,n,g;B,IY,IH,NG;s; IY,IH
f,r,o,m;F,R,AH,M;s; 
o,ff;AO,F;s; AO
th,ei,r;DH,EH,R;s; 
s,t,a,n,d;S,T,AE,N,D;s; AE
a,n,d;AH,N,D;s; 
n,a,k,e,d;N,EY,K,AH,D;s; EY
a,t;AE,T;s; AE
s,o;S,OW;s; 
wh,e,n;ʍ,e,N;s; 
th,i,s;DH,IH,S;s; IH
th,ie,f;TH,IY,F;s; IY
th,i,s;DH,IH,S;s; IH
wh,o;HH,UW;s; UW
a,ll;AA,L;s; AA
th,i,s;DH,IH,S;s; IH
h,a,th;HH,AE,TH;s; AE
i,n;IH,N;s; IH
th,e;DH,AH;s; 
w,e;W,IY;s; IY
w,re;W,ER;s; 
w,i,th;W,IH,DH;s; IH
th,e;DH,AH;s; 
sh,a,ll;SH,AE,L;s; AE
s,ee;S,IY;s; IY
u,s;AH,S;s; 
r,i,s,i,n,g;r,ǝ,IH,Z,IH,N;s; IH,IH
i,n;IH,N;s; IH
ou,r;OW,R;s; 
th,h,r,ne;TH,r,OW,N;s; 
th,e;DH,AH;s; 
ea,s,t;e,S,T;s; 
h,i,s;HH,IH,Z;s; IH
w,i,ll;W,IH,L;s; IH
s,i,t;S,IH,T;s; IH
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
th,e;DH,AH;s; 
o,f;AH,V;s; 
b,u,t;B,AH,T;s; 
a,t;AE,T;s; AE
h,i,s;HH,IH,Z;s; IH
s,i,n;S,IH,N;s; IH
n,o,t;N,AA,T;s; AA
a,ll;AA,L;s; AA
th,e;DH,AH;s; 
w,a,t,e,r;W,AA,T,ǝ,R;s; AA
i,n;IH,N;s; IH
th,e;DH,AH;s; 
s,ea;S,IY;s; IY
c,a,n;K,AE,N;s; AE
w,a,sh;W,AA,SH;s; AA
th,e;DH,AH;s; 
o,ff;AO,F;s; AO
f,r,o,m;F,R,AH,M;s; 
a,n;AE,N;s; AE
th,e;DH,AH;s; 
b,r,ea,th;B,R,EH,TH;s; 
o,f;AH,V;s; 
m,e,n;M,EH,N;s; 
c,a,nn,o,t;K,AE,N,AA,T;s; AE,AA
th,e;DH,AH;s; 
e,l,e,c,t,e,d;IH,L,EH,K,T,AH,D;s; IH
b,y;B,AY;s; AY
th,e;DH,AH;s; 
l,o,r,d;L,AO,R,D;s; AO
f,o,r;F,AO,R;s; AO
e,v,e,r,y;e,V,r,ǝ,IH;s; IH
m,a,n;M,AE,N;s; AE
th,a,t;DH,AE,T;s; AE
h,a,th;HH,AE,TH;s; AE
p,r,e,ss,e,d;P,r,e,S,IH,D;s; IH
t,o;T,UW;s; UW
l,i,f,t;L,IH,F,T;s; IH
s,t,ee,l;S,T,IY,L;s; IY
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
ou,r;OW,R;s; 
g,o,l,d,e,n;G,OW,L,D,ǝ,N;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; UH
g,o,d;G,AA,D;s; AA
f,o,r;F,AO,R;s; AO
h,i,s;HH,IH,Z;s; IH
h,a,th;HH,AE,TH;s; AE
i,n;IH,N;s; IH
a;AH;s; 
a,n,g,e,l;EY,N,JH,AH,L;s; EY
th,e,n;DH,EH,N;s; 
i,f;IH,F;s; IH
a,n,g,e,l,s;EY,N,JH,AH,L,Z;s; EY
w,ea,k;W,IY,K;s; IY
m,e,n;M,EH,N;s; 
m,u,s,t;M,AH,S,T;s; 
f,a,ll;F,AA,L;s; AA
f,o,r;F,AO,R;s; AO
h,ea,v,e,n;HH,EH,V,AH,N;s; 
s,t,i,ll;S,T,IH,L;s; IH
g,ua,r,d,s;G,AA,R,D,Z;s; AA
th,e;DH,AH;s; 
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
f,a,r;F,AA,R;s; AA
o,ff;AO,F;s; AO
y,ou,r;Y,AO,R;s; AO
b,u,t;B,AH,T;s; 
th,e;DH,AH;s; 
b,l,oo,d;B,L,AH,D;s; 
o,f;AH,V;s; 
m,e,n;M,EH,N;s; 
d,i,d;D,IH,D;s; IH
i,n;IH,N;s; IH
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
f,l,e,d;F,L,EH,D;s; 
a,n,d;AH,N,D;s; 
t,i,ll;T,IH,L;s; IH
s,o;S,OW;s; 
b,l,oo,d;B,L,AH,D;s; 
a,g,ai,n;ǝ,ɡ,EH,N;s; 
i;AY;s; AY
n,o,t;N,AA,T;s; AA
r,ea,s,o,n;r,EH,Z,ǝ,N;s; 
t,o;T,UW;s; UW
l,oo,k;L,UH,K;s; UH
a,n,d;AH,N,D;s; 
d,ea,d;D,EH,D;s; 
a,ll;AA,L;s; AA
s,ou,l,s;S,OW,L,Z;s; 
th,a,t;DH,AE,T;s; AE
w,i,ll;W,IH,L;s; IH
b,e;B,IY;s; IY
f,r,o,m;F,R,AH,M;s; 
m,y;M,AY;s; AY
f,o,r;F,AO,R;s; AO
h,a,th;HH,AE,TH;s; AE
s,e,t;S,EH,T;s; 
a;AH;s; 
b,l,o,t;B,L,AA,T;s; AA
u,p,o,n;AH,P,AA,N;s; AA
m,y;M,AY;s; AY
i;AY;s; AY
h,a,d;HH,AE,D;s; AE
f,o,r,g,o,t;F,ǝ,R,G,ɒ,T;s; 
m,y,s,e,l,f;M,AY,S,EH,L,F;s; AY
a,m;AE,M;s; AE
i;AY;s; AY
n,o,t;N,AA,T;s; AA
th,ou;DH,AW;s; 
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; AE,IY
th,ou;DH,AW;s; 
i,s;IH,Z;s; IH
n,o,t;N,AA,T;s; AA
th,e;DH,AH;s; 
a,r,m;AA,R,M;s; AA
a,r,m;AA,R,M;s; AA
m,y;M,AY;s; AY
a;AH;s; 
s,u,b,j,e,c,t;S,AH,B,JH,EH,K,T;s; 
a,t;AE,T;s; AE
g,r,ea,t;G,r,e,T;s; 
l,oo,k;L,UH,K;s; UH
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
th,e;DH,AH;s; 
y,ou;Y,UW;s; UW
o,f;AH,V;s; 
a;AH;s; 
w,e;W,IY;s; IY
n,o,t;N,AA,T;s; AA
b,e;B,IY;s; IY
ou,r;OW,R;s; 
i;AY;s; AY
m,y;M,AY;s; AY
y,o,r,k;Y,AO,R,K;s; AO
h,a,th;HH,AE,TH;s; AE
t,o;T,UW;s; UW
s,e,ve;S,ER,V;s; 
ou,r;OW,R;s; 
wh,o;HH,UW;s; UW
ea,r;IY,R;s; IY
i,s;IH,Z;s; IH
o,p,e,n;OW,P,ǝ,N;s; 
a,n,d;AH,N,D;s; 
m,y;M,AY;s; AY
h,ea,r,t;HH,AA,R,T;s; AA
th,e;DH,AH;s; 
w,o,r,s,t;W,AO,R,S,T;s; AO
i,s;IH,Z;s; IH
l,o,ss;L,AO,S;s; AO
th,ou;DH,AW;s; 
u,n,f,o,l,d;ɤ,N,F,OW,L,D;s; 
i,s;IH,Z;s; IH
m,y;M,AY;s; AY
l,o,s,t;L,AO,S,T;s; AO
wh,h,y;ʍ,ǝ,IH;s; IH
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
wh,a,t;W,AH,T;s; 
l,o,ss;L,AO,S;s; AO
i,s;IH,Z;s; IH
i,t;IH,T;s; IH
t,o;T,UW;s; UW
b,e;B,IY;s; IY
r,i,d;R,IH,D;s; IH
o,f;AH,V;s; 
t,o;T,UW;s; UW
b,e;B,IY;s; IY
a,s;AE,Z;s; AE
g,r,ea,t;G,r,e,T;s; 
a,s;AE,Z;s; AE
w,e;W,IY;s; IY
g,r,ea,t,e,r;G,r,e,T,ǝ,R;s; 
h,e;HH,IY;s; IY
sh,a,ll;SH,AE,L;s; AE
n,o,t;N,AA,T;s; AA
b,e;B,IY;s; IY
i,f;IH,F;s; IH
h,e;HH,IY;s; IY
s,e,ve;S,ER,V;s; 
g,o,d;G,AA,D;s; AA
s,e,ve;S,ER,V;s; 
h,i,m;HH,IH,M;s; IH
t,oo;T,UW;s; UW
a,n,d;AH,N,D;s; 
b,e;B,IY;s; IY
h,i,s;HH,IH,Z;s; IH
s,o;S,OW;s; 
r,e,v,o,l,t;r,IH,V,ɒ,L,T;s; IH
ou,r;OW,R;s; 
s,u,b,j,e,c,t,s;S,AH,B,JH,IH,K,T,S;s; IH
th,a,t;DH,AE,T;s; AE
w,e;W,IY;s; IY
c,a,nn,o,t;K,AE,N,AA,T;s; AE,AA
m,e,n,d;M,EH,N,D;s; 
b,r,ea,k;B,R,EY,K;s; EY
th,ei,r;DH,EH,R;s; 
f,ai,th;F,EY,TH;s; EY
t,o;T,UW;s; UW
g,o,d;G,AA,D;s; AA
a,s;AE,Z;s; AE
