england,'IH NG G L AH N D',s,'IH'
excel,'IH K S EH L',s,'IH'
and,'AH N D',s,''
so,'S OW',s,''
the,'DH AH',s,''
of,'AH V',s,''
armagnac,'AA R M IH ˌ N AW K',s,'AA IH'
do,'D OW',s,''
he,'HH IY',s,'IY'
is,'IH Z',s,'IH'
near,'N IY R',s,'IY'
kinsman,'K IH N Z M AE N',s,'IH AE'
unto,'AH N T UW',s,'UW'
grief,'G R IY F',s,'IY'
i,'AY',s,'AY'
fear,'F IY R',s,'IY'
me,'M IY',s,'IY'
both,'B OW TH',s,''
at,'AE T',s,'AE'
and,'AH N D',s,''
last,'L AE S T',s,'AE'
