w,e;W,IY;s; IY
a;AH;s; 
c,o,r,n,e,r;K,AO,R,N,ǝ,R;s; AO
a,ll;AA,L;s; AA
w,o,m,e,n;W,IH,M,AH,N;s; IH
s,p,ea,k;S,P,IY,K;s; IY
th,i,s;DH,IH,S;s; IH
w,i,th;W,IH,DH;s; IH
a,s;AE,Z;s; AE
f,r,ee;F,R,IY;s; IY
a;AH;s; 
s,ou,l;S,OW,L;s; 
a,s;AE,Z;s; AE
i;AY;s; AY
d,o;D,OW;s; 
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
i;AY;s; AY
n,o,t;N,AA,T;s; AA
s,o;S,OW;s; 
i;AY;s; AY
a,m;AE,M;s; AE
a;AH;s; 
i,f;IH,F;s; IH
m,y;M,AY;s; AY
a,c,t,io,n,s;AE,K,SH,AH,N,Z;s; AE
w,re;W,ER;s; 
b,y;B,AY;s; AY
a,n,d;AH,N,D;s; 
s,e,t;S,EH,T;s; 
a,g,ai,n,s,t;AH,G,EH,N,S,T;s; 
i;AY;s; AY
m,y;M,AY;s; AY
s,o;S,OW;s; 
e,v,e,n;IY,V,IH,N;s; IY,IH
i,f;IH,F;s; IH
y,ou,r;Y,AO,R;s; AO
s,ee,k;S,IY,K;s; IY
m,e;M,IY;s; IY
ou,t;AW,T;s; 
a,n,d;AH,N,D;s; 
th,a,t;DH,AE,T;s; AE
i;AY;s; AY
a,m;AE,M;s; AE
i,n;IH,N;s; IH
ou,t;AW,T;s; 
w,i,th;W,IH,DH;s; IH
i,t;IH,T;s; IH
b,o,l,d,l,y;B,OW,L,D,L,IY;s; IY
t,r,u,th;T,R,UW,TH;s; UW
o,p,e,n;OW,P,ǝ,N;s; 
o;OW;s; 
g,oo,d;G,UH,D;s; UH
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
n,o;N,OW;s; 
l,a,t,i,n;L,AE,T,AH,N;s; AE
i;AY;s; AY
a,m;AE,M;s; AE
n,o,t;N,AA,T;s; AA
a;AH;s; 
m,y;M,AY;s; AY
a,s;AE,Z;s; AE
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
th,e;DH,AH;s; 
i;AY;s; AY
i,n;IH,N;s; IH
a;AH;s; 
m,y;M,AY;s; AY
s,p,ea,k;S,P,IY,K;s; IY
i,n;IH,N;s; IH
e,n,g,l,i,sh;IH,NG,G,L,IH,SH;s; IH,IH
w,i,ll;W,IH,L;s; IH
th,a,n,k;TH,AE,NG,K;s; AE
y,ou;Y,UW;s; UW
i,f;IH,F;s; IH
y,ou;Y,UW;s; UW
s,p,ea,k;S,P,IY,K;s; IY
t,r,u,th;T,R,UW,TH;s; UW
f,o,r;F,AO,R;s; AO
th,ei,r;DH,EH,R;s; 
p,oo,r;P,UH,R;s; UH
m,e;M,IY;s; IY
sh,e;SH,IY;s; IY
h,a,d;HH,AE,D;s; AE
l,o,r,d;L,AO,R,D;s; AO
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; AA
th,e;DH,AH;s; 
s,i,n;S,IH,N;s; IH
i;AY;s; AY
y,e,t;Y,EH,T;s; 
c,o,mm,i,tt,e,d;K,AH,M,IH,T,AH,D;s; IH
b,e;B,IY;s; IY
i,n;IH,N;s; IH
e,n,g,l,i,sh;IH,NG,G,L,IH,SH;s; IH,IH
t,o;T,UW;s; UW
m,e;M,IY;s; IY
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
i;AY;s; AY
th,a,n,k;TH,AE,NG,K;s; AE
y,ou;Y,UW;s; UW
b,o,th;B,OW,TH;s; 
f,o,r;F,AO,R;s; AO
y,ou,r;Y,AO,R;s; AO
g,oo,d;G,UH,D;s; UH
y,ou;Y,UW;s; UW
s,p,ea,k;S,P,IY,K;s; IY
m,e,n;M,EH,N;s; 
g,o,d;G,AA,D;s; AA
y,ou;Y,UW;s; UW
s,o;S,OW;s; 
b,u,t;B,AH,T;s; 
t,o;T,UW;s; UW
y,ou;Y,UW;s; UW
s,u,dd,e,n,l,y;S,AH,D,AH,N,L,IY;s; IY
a,n;AE,N;s; AE
i,n;IH,N;s; IH
a;AH;s; 
o,f;AH,V;s; 
s,o;S,OW;s; 
n,ea,r;N,IY,R;s; IY
n,ea,r;N,IY,R;s; IY
m,y;M,AY;s; AY
i;AY;s; AY
m,y;M,AY;s; AY
w,ea,k;W,IY,K;s; IY
w,i,t;W,IH,T;s; IH
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
m,e,n;M,EH,N;s; 
o,f;AH,V;s; 
g,r,a,v,i,t,y;G,R,AE,V,AH,T,IY;s; AE,IY
a,n,d;AH,N,D;s; 
i,n;IH,N;s; IH
t,r,u,th;T,R,UW,TH;s; UW
i;AY;s; AY
n,o,t;N,AA,T;s; AA
i;AY;s; AY
w,a,s;W,AA,Z;s; AA
s,e,t;S,EH,T;s; 
a,t;AE,T;s; AE
w,o,r,k;W,AO,R,K;s; AO
m,y;M,AY;s; AY
m,ai,d,s;M,EY,D,Z;s; EY
f,u,ll;F,UH,L;s; UH
g,o,d;G,AA,D;s; AA
ei,th,e,r;EH,DH,ǝ,R;s; 
f,o,r;F,AO,R;s; AO
m,e,n;M,EH,N;s; 
o,r;AO,R;s; AO
f,o,r;F,AO,R;s; AO
th,a,t;DH,AE,T;s; AE
i;AY;s; AY
i;AY;s; AY
f,ee,l;F,IY,L;s; IY
th,e;DH,AH;s; 
l,a,s,t;L,AE,S,T;s; AE
f,i,t;F,IH,T;s; IH
o,f;AH,V;s; 
m,y;M,AY;s; AY
y,ou,r;Y,AO,R;s; AO
g,r,a,c,e,s;G,R,EY,S,IH,Z;s; EY,IH
l,e,t;L,EH,T;s; 
m,e;M,IY;s; IY
a,n,d;AH,N,D;s; 
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
a,l,a,s;AH,L,AE,S;s; AE
i;AY;s; AY
a,m;AE,M;s; AE
a;AH;s; 
w,o,m,a,n;W,UH,M,AH,N;s; UH
i,n;IH,N;s; IH
e,n,g,l,a,n,d;IH,NG,G,L,AH,N,D;s; IH
b,u,t;B,AH,T;s; 
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
p,r,o,f,i,t;P,R,AA,F,AH,T;s; AA
c,a,n;K,AE,N;s; AE
y,ou;Y,UW;s; UW
th,i,n,k;TH,IH,NG,K;s; IH
l,o,r,d,s;L,AO,R,D,Z;s; AO
th,a,t;DH,AE,T;s; AE
m,e;M,IY;s; IY
o,r;AO,R;s; AO
b,e;B,IY;s; IY
a;AH;s; 
f,r,ie,n,d;F,R,EH,N,D;s; 
h,i,s;HH,IH,Z;s; IH
p,l,ea,s,re;P,L,EH,ZH,ER;s; 
h,e;HH,IY;s; IY
b,e;B,IY;s; IY
s,o;S,OW;s; 
d,e,s,p,e,r,te;D,EH,S,P,R,IH,T;s; IH
t,o;T,UW;s; UW
b,e;B,IY;s; IY
a,n,d;AH,N,D;s; 
a;AH;s; 
s,u,b,j,e,c,t;S,AH,B,JH,EH,K,T;s; 
f,o,r,s,oo,th;F,ǝ,R,S,UW,TH;s; UW
m,y;M,AY;s; AY
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
th,a,t;DH,AE,T;s; AE
m,u,s,t;M,AH,S,T;s; 
ou,t;AW,T;s; 
m,y;M,AY;s; AY
th,a,t;DH,AE,T;s; AE
m,y;M,AY;s; AY
t,r,u,s,t;T,r,ɤ,S,T;s; 
m,u,s,t;M,AH,S,T;s; 
t,o;T,UW;s; UW
n,o,t;N,AA,T;s; AA
a,s;AE,Z;s; AE
a,ll;AA,L;s; AA
m,y;M,AY;s; AY
c,o,m,f,o,r,t,s;K,ɤ,M,F,ǝ,R,T,S;s; 
f,a,r;F,AA,R;s; AA
i,n;IH,N;s; IH
c,ou,n,t,r,y;K,AH,N,T,R,IY;s; IY
l,o,r,d,s;L,AO,R,D,Z;s; AO
y,ou;Y,UW;s; UW
t,e,ll;T,EH,L;s; 
m,e;M,IY;s; IY
wh,a,t;W,AH,T;s; 
y,ou;Y,UW;s; UW
w,i,sh;W,IH,SH;s; IH
f,o,r;F,AO,R;s; AO
b,o,th;B,OW,TH;s; 
m,y;M,AY;s; AY
i,s;IH,Z;s; IH
th,i,s;DH,IH,S;s; IH
y,ou,r;Y,AO,R;s; AO
ch,h,r,i,s,t,ia,n;K,r,IH,S,T,IH,ǝ,N;s; IH,IH
ou,t;AW,T;s; 
u,p,o,n;AH,P,AA,N;s; AA
y,ou;Y,UW;s; UW
h,ea,v,e,n;HH,EH,V,AH,N;s; 
i,s;IH,Z;s; IH
a,ll;AA,L;s; AA
y,e,t;Y,EH,T;s; 
s,i,t,s;S,IH,T,S;s; IH
a;AH;s; 
j,u,ge;JH,AH,JH;s; 
th,a,t;DH,AE,T;s; AE
n,o;N,OW;s; 
c,a,n;K,AE,N;s; AE
c,o,rr,u,p,t;K,ǝ,r,ɤ,P,T;s; 
th,e;DH,AH;s; 
f,o,r;F,AO,R;s; AO
y,ou;Y,UW;s; UW
h,o,l,y;HH,OW,L,IY;s; IY
m,e,n;M,EH,N;s; 
i;AY;s; AY
y,ou;Y,UW;s; UW
u,p,o,n;AH,P,AA,N;s; AA
m,y;M,AY;s; AY
s,ou,l;S,OW,L;s; 
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; AA
b,u,t;B,AH,T;s; 
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; AA
s,i,n,s;S,IH,N,Z;s; IH
a,n,d;AH,N,D;s; 
h,ea,r,t,s;HH,AA,R,T,S;s; AA
i;AY;s; AY
f,ea,r;F,IY,R;s; IY
y,ou;Y,UW;s; UW
m,e,n,d;M,EH,N,D;s; 
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
i,s;IH,Z;s; IH
th,i,s;DH,IH,S;s; IH
y,ou,r;Y,AO,R;s; AO
c,o,m,f,o,r,t;K,ɤ,M,F,ǝ,R,T;s; 
th,e;DH,AH;s; 
c,o,r,d,ia,l;K,AO,R,JH,AH,L;s; AO
th,a,t;DH,AE,T;s; AE
y,ou;Y,UW;s; UW
a;AH;s; 
l,a,d,y;L,EY,D,IY;s; EY,IY
a;AH;s; 
w,o,m,a,n;W,UH,M,AH,N;s; UH
l,o,s,t;L,AO,S,T;s; AO
y,ou;Y,UW;s; UW
a,t;AE,T;s; AE
sc,o,r,n,e,d;S,K,AO,R,N,D;s; AO
i;AY;s; AY
w,i,ll;W,IH,L;s; IH
n,o,t;N,AA,T;s; AA
w,i,sh;W,IH,SH;s; IH
y,ou;Y,UW;s; UW
m,y;M,AY;s; AY
i;AY;s; AY
ch,a,r,i,t,y;CH,EH,R,IH,T,IY;s; IH,IY
b,u,t;B,AH,T;s; 
i;AY;s; AY
y,ou;Y,UW;s; UW
f,o,r;F,AO,R;s; AO
l,e,s,t;L,EH,S,T;s; 
a,t;AE,T;s; AE
th,e;DH,AH;s; 
b,u,r,d,e,n;B,ɐ,R,DH,ə,N;s; 
o,f;AH,V;s; 
m,y;M,AY;s; AY
s,o,rr,o,w,s;S,ɒ,r,ǝ,ǝ,Z;s; 
f,a,ll;F,AA,L;s; AA
u,p,o,n;AH,P,AA,N;s; AA
y,ou;Y,UW;s; UW
y,ou;Y,UW;s; UW
t,u,r,n;T,ɐ,R,N;s; 
m,e;M,IY;s; IY
i,n,t,o;IH,N,T,UW;s; IH,UW
w,oe;W,OW;s; 
u,p,o,n;AH,P,AA,N;s; AA
y,ou;Y,UW;s; UW
a,n,d;AH,N,D;s; 
a,ll;AA,L;s; AA
y,ou;Y,UW;s; UW
m,e;M,IY;s; IY
i,f;IH,F;s; IH
y,ou;Y,UW;s; UW
i,f;IH,F;s; IH
y,ou;Y,UW;s; UW
b,e;B,IY;s; IY
b,u,t;B,AH,T;s; 
h,a,b,i,t,s;HH,AE,B,AH,T,S;s; AE
p,u,t;P,UH,T;s; UH
m,y;M,AY;s; AY
s,i,ck;S,IH,K;s; IH
i,n,t,o;IH,N,T,UW;s; IH,UW
h,i,s;HH,IH,Z;s; IH
th,a,t;DH,AE,T;s; AE
m,e;M,IY;s; IY
a,l,a,s;AH,L,AE,S;s; AE
m,e;M,IY;s; IY
h,i,s;HH,IH,Z;s; IH
b,e,d;B,EH,D;s; 
h,i,s;HH,IH,Z;s; IH
t,oo;T,UW;s; UW
a,g,o;ǝ,ɡ,OW;s; 
i;AY;s; AY
a,m;AE,M;s; AE
o,l,d;OW,L,D;s; 
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
a,n,d;AH,N,D;s; 
a,ll;AA,L;s; AA
th,e;DH,AH;s; 
i;AY;s; AY
w,i,th;W,IH,DH;s; IH
h,i,m;HH,IH,M;s; IH
i,s;IH,Z;s; IH
o,n,l,y;OW,N,L,IY;s; IY
m,y;M,AY;s; AY
wh,a,t;W,AH,T;s; 
c,a,n;K,AE,N;s; AE
h,a,pp,e,n;HH,AE,P,AH,N;s; AE
t,o;T,UW;s; UW
m,e;M,IY;s; IY
th,i,s;DH,IH,S;s; IH
a,ll;AA,L;s; AA
y,ou,r;Y,AO,R;s; AO
s,t,u,d,ie,s;S,T,AH,D,IY,Z;s; IY
m,e;M,IY;s; IY
a;AH;s; 
th,i,s;DH,IH,S;s; IH
i;AY;s; AY
th,u,s;DH,ɤ,S;s; 
m,e;M,IY;s; IY
s,p,ea,k;S,P,IY,K;s; IY
m,y,s,e,l,f;M,AY,S,EH,L,F;s; AY
n,o;N,OW;s; 
a;AH;s; 
t,r,ue;T,R,UW;s; UW
a;AH;s; 
w,o,m,a,n;W,UH,M,AH,N;s; UH
i;AY;s; AY
n,e,v,e,r;N,e,V,ǝ,R;s; 
y,e,t;Y,EH,T;s; 
b,r,a,n,d,e,d;B,R,AE,N,D,IH,D;s; AE,IH
w,i,th;W,IH,DH;s; IH
s,u,s,p,i,c,io,n;S,AH,S,P,IH,SH,AH,N;s; IH
i;AY;s; AY
w,i,th;W,IH,DH;s; IH
a,ll;AA,L;s; AA
m,y;M,AY;s; AY
f,u,ll;F,UH,L;s; UH
a,ff,e,c,t,io,n,s;AH,F,EH,K,SH,AH,N,Z;s; 
s,t,i,ll;S,T,IH,L;s; IH
m,e,t;M,EH,T;s; 
th,e;DH,AH;s; 
h,i,m;HH,IH,M;s; IH
h,i,m;HH,IH,M;s; IH
b,ee,n;B,IH,N;s; IH
ou,t;AW,T;s; 
o,f;AH,V;s; 
f,o,n,d,n,e,ss;F,AA,N,D,N,AH,S;s; AA
t,o;T,UW;s; UW
h,i,m;HH,IH,M;s; IH
a,l,m,o,s,t;AA,L,M,OW,S,T;s; AA
f,o,r,g,o,t;F,ǝ,R,G,ɒ,T;s; 
m,y;M,AY;s; AY
t,o;T,UW;s; UW
c,o,n,t,e,n,t;K,ǝ,N,T,e,N,T;s; 
h,i,m;HH,IH,M;s; IH
a,n,d;AH,N,D;s; 
a,m;AE,M;s; AE
i;AY;s; AY
th,u,s;DH,ɤ,S;s; 
r,e,w,a,r,d,e,d;R,IH,W,AO,R,D,IH,D;s; IH,AO,IH
n,o,t;N,AA,T;s; AA
w,e,ll;W,EH,L;s; 
l,o,r,d,s;L,AO,R,D,Z;s; AO
m,e;M,IY;s; IY
a;AH;s; 
c,o,n,s,t,a,n,t;K,AA,N,S,T,AH,N,T;s; AA
w,o,m,a,n;W,UH,M,AH,N;s; UH
t,o;T,UW;s; UW
th,a,t;DH,AE,T;s; AE
a;AH;s; 
h,i,s;HH,IH,Z;s; IH
p,l,ea,s,re;P,L,EH,ZH,ER;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; UW
th,a,t;DH,AE,T;s; AE
w,o,m,a,n;W,UH,M,AH,N;s; UH
wh,e,n;ʍ,e,N;s; 
sh,e;SH,IY;s; IY
m,o,s,t;M,OW,S,T;s; 
y,e,t;Y,EH,T;s; 
w,i,ll;W,IH,L;s; IH
i;AY;s; AY
a,dd;AE,D;s; AE
a,n;AE,N;s; AE
a;AH;s; 
g,r,ea,t;G,r,e,T;s; 
m,y;M,AY;s; AY
l,o,r,d;L,AO,R,D;s; AO
i;AY;s; AY
n,o,t;N,AA,T;s; AA
m,y,s,e,l,f;M,AY,S,EH,L,F;s; AY
s,o;S,OW;s; 
g,ui,l,t,y;G,IH,L,T,IY;s; IH,IY
t,o;T,UW;s; UW
u,p;AH,P;s; 
th,a,t;DH,AE,T;s; AE
y,ou,r;Y,AO,R;s; AO
m,a,s,t,e,r;M,AW,S,T,ǝ,R;s; 
w,e,d;W,EH,D;s; 
m,e;M,IY;s; IY
t,o;T,UW;s; UW
b,u,t;B,AH,T;s; 
d,ea,th;D,EH,TH;s; 
sh,a,ll;SH,AE,L;s; AE
m,y;M,AY;s; AY
i;AY;s; AY
h,a,d;HH,AE,D;s; AE
n,e,v,e,r;N,e,V,ǝ,R;s; 
t,r,o,d;T,R,AA,D;s; AA
th,i,s;DH,IH,S;s; IH
e,n,g,l,i,sh;IH,NG,G,L,IH,SH;s; IH,IH
o,r;AO,R;s; AO
f,e,l,t;F,EH,L,T;s; 
th,e;DH,AH;s; 
th,a,t;DH,AE,T;s; AE
u,p,o,n;AH,P,AA,N;s; AA
i,t;IH,T;s; IH
y,ou;Y,UW;s; UW
f,a,c,e,s;F,EH,S,IH,Z;s; IH
b,u,t;B,AH,T;s; 
h,ea,v,e,n;HH,EH,V,AH,N;s; 
y,ou,r;Y,AO,R;s; AO
h,ea,r,t,s;HH,AA,R,T,S;s; AA
wh,a,t;W,AH,T;s; 
w,i,ll;W,IH,L;s; IH
o,f;AH,V;s; 
m,e;M,IY;s; IY
l,a,d,y;L,EY,D,IY;s; EY,IY
i;AY;s; AY
a,m;AE,M;s; AE
th,e;DH,AH;s; 
m,o,s,t;M,OW,S,T;s; 
w,o,m,a,n;W,UH,M,AH,N;s; UH
a,l,a,s;AH,L,AE,S;s; AE
p,oo,r;P,UH,R;s; UH
w,e,n,ch,e,s;W,EH,N,CH,IH,Z;s; IH
y,ou,r;Y,AO,R;s; AO
u,p,o,n;AH,P,AA,N;s; AA
a;AH;s; 
n,o;N,OW;s; 
n,o;N,OW;s; 
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
n,o;N,OW;s; 
n,o;N,OW;s; 
w,ee,p;W,IY,P;s; IY
f,o,r;F,AO,R;s; AO
m,e;M,IY;s; IY
a,l,m,o,s,t;AA,L,M,OW,S,T;s; AA
n,o;N,OW;s; 
m,e;M,IY;s; IY
th,e;DH,AH;s; 
l,i,l,y;L,IH,L,IY;s; IH,IY
th,a,t;DH,AE,T;s; AE
w,a,s;W,AA,Z;s; AA
m,i,s,t,r,e,ss;M,IH,S,T,R,AH,S;s; IH
o,f;AH,V;s; 
th,e;DH,AH;s; 
f,ie,l,d;F,IY,L,D;s; IY
a,n,d;AH,N,D;s; 
m,y;M,AY;s; AY
a,n,d;AH,N,D;s; 
p,e,r,i,sh;P,EH,R,IH,SH;s; IH
d,o;D,OW;s; 
wh,a,t;W,AH,T;s; 
y,ou;Y,UW;s; UW
w,i,ll;W,IH,L;s; IH
m,y;M,AY;s; AY
l,o,r,d,s;L,AO,R,D,Z;s; AO
a,n,d;AH,N,D;s; 
f,o,r,g,ve;F,ER,G,IH,V;s; IH
m,e;M,IY;s; IY
i,f;IH,F;s; IH
i;AY;s; AY
u,s,e,d;Y,UW,Z,D;s; UW
m,y,s,e,l,f;M,AY,S,EH,L,F;s; AY
y,ou;Y,UW;s; UW
i;AY;s; AY
a,m;AE,M;s; AE
a;AH;s; 
w,o,m,a,n;W,UH,M,AH,N;s; UH
w,i,t;W,IH,T;s; IH
t,o;T,UW;s; UW
a;AH;s; 
t,o;T,UW;s; UW
d,o;D,OW;s; 
m,y;M,AY;s; AY
t,o;T,UW;s; UW
h,i,s;HH,IH,Z;s; IH
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; AE,IY
h,e;HH,IY;s; IY
m,y;M,AY;s; AY
h,ea,r,t;HH,AA,R,T;s; AA
y,e,t;Y,EH,T;s; 
a,n,d;AH,N,D;s; 
sh,a,ll;SH,AE,L;s; AE
m,y;M,AY;s; AY
i;AY;s; AY
sh,a,ll;SH,AE,L;s; AE
m,y;M,AY;s; AY
y,ou,r;Y,AO,R;s; AO
o,n;AA,N;s; AA
m,e;M,IY;s; IY
sh,e;SH,IY;s; IY
b,e,g,s;B,EH,G,Z;s; 
th,a,t;DH,AE,T;s; AE
wh,e,n;ʍ,e,N;s; 
sh,e;SH,IY;s; IY
s,e,t;S,EH,T;s; 
sh,e;SH,IY;s; IY
s,o;S,OW;s; 
d,ea,r;D,IY,R;s; IY
o;OW;s; 
g,r,i,ff,i,th;G,R,IH,F,AH,TH;s; IH
s,i,ck;S,IH,K;s; IH
t,o;T,UW;s; UW
d,ea,th;D,EH,TH;s; 
m,y;M,AY;s; AY
l,e,g,s;L,EH,G,Z;s; 
l,oa,d,e,n;L,OW,D,ǝ,N;s; 
b,r,a,n,ch,e,s;B,R,AE,N,CH,AH,Z;s; AE
t,o;T,UW;s; UW
t,o;T,UW;s; UW
th,ei,r;DH,EH,R;s; 
b,u,r,d,e,n;B,ɐ,R,DH,ə,N;s; 
r,ea,ch;R,IY,CH;s; IY
a;AH;s; 
ch,ai,r;CH,EH,R;s; 
s,o;S,OW;s; 
m,e,th,i,n,k,s;M,IH,TH,IH,NG,K,S;s; IH,IH
i;AY;s; AY
f,ee,l;F,IY,L;s; IY
a;AH;s; 
th,ou;DH,AW;s; 
n,o,t;N,AA,T;s; AA
t,e,ll;T,EH,L;s; 
m,e;M,IY;s; IY
g,r,i,ff,i,th;G,R,IH,F,AH,TH;s; IH
a,s;AE,Z;s; AE
th,ou;DH,AW;s; 
m,e;M,IY;s; IY
th,a,t;DH,AE,T;s; AE
th,e;DH,AH;s; 
g,r,ea,t;G,r,e,T;s; 
ch,i,l,d;CH,AY,L,D;s; AY
o,f;AH,V;s; 
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; AA
w,o,l,s,e,y;W,UH,L,Z,ǝ,IH;s; UH,IH
w,a,s;W,AA,Z;s; AA
d,ea,d;D,EH,D;s; 
p,r,i,th,ee;P,r,e,DH,IY;s; IY
g,oo,d;G,UH,D;s; UH
g,r,i,ff,i,th;G,R,IH,F,AH,TH;s; IH
t,e,ll;T,EH,L;s; 
m,e;M,IY;s; IY
h,e;HH,IY;s; IY
d,ie,d;D,AY,D;s; AY
i,f;IH,F;s; IH
w,e,ll;W,EH,L;s; 
h,e;HH,IY;s; IY
m,e;M,IY;s; IY
f,o,r;F,AO,R;s; AO
m,y;M,AY;s; AY
a,l,a,s;AH,L,AE,S;s; AE
p,oo,r;P,UH,R;s; UH
m,a,n;M,AE,N;s; AE
s,o;S,OW;s; 
h,e;HH,IY;s; IY
r,e,s,t;R,EH,S,T;s; 
h,i,s;HH,IH,Z;s; IH
f,au,l,t,s;F,AO,L,T,S;s; AO
o,n;AA,N;s; AA
h,i,m;HH,IH,M;s; IH
y,e,t;Y,EH,T;s; 
th,u,s;DH,ɤ,S;s; 
f,a,r;F,AA,R;s; AA
g,r,i,ff,i,th;G,R,IH,F,AH,TH;s; IH
m,e;M,IY;s; IY
t,o;T,UW;s; UW
s,p,ea,k;S,P,IY,K;s; IY
h,i,m;HH,IH,M;s; IH
a,n,d;AH,N,D;s; 
y,e,t;Y,EH,T;s; 
w,i,th;W,IH,DH;s; IH
ch,a,r,i,t,y;CH,EH,R,IH,T,IY;s; IH,IY
h,e;HH,IY;s; IY
w,a,s;W,AA,Z;s; AA
a;AH;s; 
m,a,n;M,AE,N;s; AE
o,f;AH,V;s; 
a,n;AE,N;s; AE
u,n,b,ou,n,d,e,d;AH,N,B,AW,N,D,IH,D;s; IH
s,t,o,m,a,ch;S,T,AH,M,AH,K;s; 
h,i,m,s,e,l,f;HH,IH,M,S,EH,L,F;s; IH
w,i,th;W,IH,DH;s; IH
p,r,i,n,c,e,s;P,R,IH,N,S,AH,Z;s; IH
th,a,t;DH,AE,T;s; AE
b,y;B,AY;s; AY
t,ie,d;T,AY,D;s; AY
a,ll;AA,L;s; AA
th,e;DH,AH;s; 
w,a,s;W,AA,Z;s; AA
f,ai,r;F,EH,R;s; 
h,i,s;HH,IH,Z;s; IH
w,a,s;W,AA,Z;s; AA
h,i,s;HH,IH,Z;s; IH
h,e;HH,IY;s; IY
a,n,d;AH,N,D;s; 
b,e;B,IY;s; IY
b,o,th;B,OW,TH;s; 
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
a,n,d;AH,N,D;s; 
h,e;HH,IY;s; IY
w,a,s;W,AA,Z;s; AA
n,e,v,e,r;N,e,V,ǝ,R;s; 
b,u,t;B,AH,T;s; 
h,e;HH,IY;s; IY
m,ea,n,t;M,EH,N,T;s; 
t,o;T,UW;s; UW
h,i,s;HH,IH,Z;s; IH
p,r,o,m,i,s,e,s;P,R,AA,M,AH,S,AH,Z;s; AA
w,re;W,ER;s; 
a,s;AE,Z;s; AE
h,e;HH,IY;s; IY
th,e,n;DH,EH,N;s; 
w,a,s;W,AA,Z;s; AA
m,i,g,h,t,y;M,ǝ,IH,T,ǝ,IH;s; IH,IH
b,u,t;B,AH,T;s; 
h,i,s;HH,IH,Z;s; IH
p,e,r,f,o,r,m,a,ce;P,ER,F,AO,R,M,AH,N,S;s; AO
a,s;AE,Z;s; AE
h,e;HH,IY;s; IY
i,s;IH,Z;s; IH
o,f;AH,V;s; 
h,i,s;HH,IH,Z;s; IH
b,o,d,y;B,AA,D,IY;s; AA,IY
h,e;HH,IY;s; IY
w,a,s;W,AA,Z;s; AA
i,ll;IH,L;s; IH
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
i,ll;IH,L;s; IH
y,e,s;Y,IH,S;s; IH
g,oo,d;G,UH,D;s; UH
g,r,i,ff,i,th;G,R,IH,F,AH,TH;s; IH
i;AY;s; AY
w,re;W,ER;s; 
m,a,l,i,c,iou,s;M,AH,L,IH,SH,AH,S;s; IH
a,f,t,e,r;AW,F,T,ǝ,R;s; 
m,y;M,AY;s; AY
d,ea,th;D,EH,TH;s; 
i;AY;s; AY
w,i,sh;W,IH,SH;s; IH
n,o;N,OW;s; 
h,e,r,a,l,d;HH,EH,R,AH,L,D;s; 
n,o;N,OW;s; 
o,f;AH,V;s; 
m,y;M,AY;s; AY
a,c,t,io,n,s;AE,K,SH,AH,N,Z;s; AE
t,o;T,UW;s; UW
k,ee,p;K,IY,P;s; IY
f,r,o,m;F,R,AH,M;s; 
b,u,t;B,AH,T;s; 
a,n;AE,N;s; AE
a,s;AE,Z;s; AE
g,r,i,ff,i,th;G,R,IH,F,AH,TH;s; IH
wh,o,m;HH,UW,M;s; UW
i;AY;s; AY
m,o,s,t;M,OW,S,T;s; 
th,ou;DH,AW;s; 
h,a,s,t;HH,AE,S,T;s; AE
m,e;M,IY;s; IY
w,i,th;W,IH,DH;s; IH
t,r,u,th;T,R,UW,TH;s; UW
a,n,d;AH,N,D;s; 
m,o,d,e,s,t,y;M,AA,D,AH,S,T,IY;s; AA,IY
i,n;IH,N;s; IH
h,i,s;HH,IH,Z;s; IH
a,sh,e,s;AE,SH,AH,Z;s; AE
b,e;B,IY;s; IY
w,i,th;W,IH,DH;s; IH
h,i,m;HH,IH,M;s; IH
b,e;B,IY;s; IY
n,ea,r;N,IY,R;s; IY
m,e;M,IY;s; IY
s,t,i,ll;S,T,IH,L;s; IH
a,n,d;AH,N,D;s; 
s,e,t;S,EH,T;s; 
m,e;M,IY;s; IY
l,o,w,e,r;L,OW,·,ǝ,R;s; 
i;AY;s; AY
n,o,t;N,AA,T;s; AA
t,o;T,UW;s; UW
