VARNUM ,Varaible NAME,LABEL,TYPE,LENGTH
402,BLKfp2,2-PROF/BLACK/FEMALE (PERCENT),Numeric,8
403,BLKfp3,3-TECH/BLACK/FEMALE (PERCENT),Numeric,8
404,BLKfp4,4-SALE/BLACK/FEMALE (PERCENT),Numeric,8
405,BLKfp5,5-CLERICALS/BLACK/FEMALE (PERCENT),Numeric,8
406,BLKfp6,6-CRAFT/BLACK/FEMALE (PERCENT),Numeric,8
407,BLKfp7,7-OPER/BLACK/FEMALE (PERCENT),Numeric,8
408,BLKfp8,8-LABORS/BLACK/FEMALE (PERCENT),Numeric,8
409,BLKfp9,9-Service/BLACK/FEMALE (PERCENT),Numeric,8
410,BLKfp10,10-TOTAL/BLACK/FEMALE (PERCENT),Numeric,8
411,HISPfp1,1-Senior OFF AND MGRS/HISPANICFE/MALE (PERCENT),Numeric,8
412,HISPfp1_2,1.2-Mid OFF AND MGRS/HISPANICFE/FEMALE (PERCENT),Numeric,8
413,HISPfp2,2-PROF/HISPANIC/FEMALE(PERCENT),Numeric,8
414,HISPfp3,3-TECH/HISPANIC/FEMALE(PERCENT),Numeric,8
415,HISPfp4,4-SALE/HISPANIC/FEMALE(PERCENT),Numeric,8
416,HISPfp5,5-CLERICALS/HISPANIC/FEMALE(PERCENT),Numeric,8
417,HISPfp6,6-CRAFT/HISPANIC/FEMALE(PERCENT),Numeric,8
418,HISPfp7,7-OPER/HISPANIC/FEMALE(PERCENT),Numeric,8
419,HISPfp8,8-LABORS/HISPANIC/FEMALE(PERCENT),Numeric,8
420,HISPfp9,9-Service/HISPANIC/FEMALE(PERCENT),Numeric,8
421,HISPfp10,10-TOTAL/HISPANIC/FEMALE(PERCENT),Numeric,8
422,AIANfp1,1-Senior OFF AND MGRS/AM-INDIAN-ALK/FEMALE (PERCENT),Numeric,8
423,AIANfp1_2,1.2-Mid OFF AND MGRS/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
424,AIANfp2,2-PROF/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
425,AIANfp3,3-TECH/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
426,AIANfp4,4-SALE/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
427,AIANfp5,5-CLERICALS/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
428,AIANfp6,6-CRAFT/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
429,AIANfp7,7-OPER/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
430,AIANfp8,8-LABORS/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
431,AIANfp9,9-Service/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
432,AIANfp10,10-TOTAL/AM-INDIAN-ALK/FEMALE(PERCENT),Numeric,8
433,nhopifp1,1-Senior OFF AND MGRS/Hawaiia/FEMALE (PERCENT),Numeric,8
434,nhopifp1_2,1.2-Mid OFF AND MGRS/Hawaiia/FEMALE(PERCENT),Numeric,8
435,nhopifp2,2-PROF/Hawaiia/FEMALE (PERCENT),Numeric,8
436,nhopifp3,3-TECH/Hawaiia/FEMALE (PERCENT),Numeric,8
437,nhopifp4,4-SALE/Hawaiia/FEMALE (PERCENT),Numeric,8
438,nhopifp5,5-CLERICALS/Hawaiia/FEMALE (PERCENT),Numeric,8
439,nhopifp6,6-CRAFT/Hawaiia/FEMALE(PERCENT),Numeric,8
440,nhopifp7,7-OPER/Hawaiia/FEMALE(PERCENT),Numeric,8
441,nhopifp8,8-LABORS/Hawaiia/FEMALE(PERCENT),Numeric,8
442,nhopifp9,9-Service/Hawaiia/FEMALE(PERCENT),Numeric,8
443,nhopifp10,10-TOTAL/Hawaiia/FEMALE(PERCENT),Numeric,8
444,asianfp1,1-Senior OFF AND MGRS/ASIAN/female (PERCENT),Numeric,8
445,asianfp1_2,1.2-Mid OFF AND MGRS/ASIAN/FEMALE(PERCENT),Numeric,8
446,asianfp2,2-PROF/Asian/FEMALE(PERCENT),Numeric,8
447,asianfp3,3-TECH/ASIAN/FEMALE(PERCENT),Numeric,8
448,asianfp4,4-SALE/ASIAN/FEMALE(PERCENT),Numeric,8
449,asianfp5,5-CLERICALS/ASIAN/FEMALE(PERCENT),Numeric,8
450,asianfp6,6-CRAFT/ASIAN/FEMALE(PERCENT),Numeric,8
451,asianfp7,7-OPER/ASIAN/FEMALE(PERCENT),Numeric,8
452,asianfp8,8-LABORS/ASIAN/FEMALE(PERCENT),Numeric,8
453,asianfp9,9-Service/ASIAN/FEMALE(PERCENT),Numeric,8
454,asianfp10,10-TOTAL/ASIAN/FEMALE(PERCENT),Numeric,8
455,tomrfp1,1-Senior OFF AND MGRS/Two More Races/FEMALE (PERCENT),Numeric,8
456,tomrfp1_2,1.2-mid OFF AND MGRS/Two Races/FEMALE(PERCENT),Numeric,8
457,tomrfp2,2-PROF/Two Races/FEMALE (PERCENT),Numeric,8
458,tomrfp3,3-TECH/Two Races/FEMALE(PERCENT),Numeric,8
459,tomrfp4,4-SALE/Two Races/FEMALE(PERCENT),Numeric,8
460,tomrfp5,5-CLERICALS/Two Races/FEMALE(PERCENT),Numeric,8
461,tomrfp6,6-CRAFT/Two Races/FEMALE(PERCENT),Numeric,8
462,tomrfp7,7-OPER/Two Races/FEMALE(PERCENT),Numeric,8
463,tomrfp8,8-LABORS/Two Races/FEMALE(PERCENT),Numeric,8
464,tomrfp9,9-Service/Two Races/FEMALE(PERCENT),Numeric,8
465,tomrfp10,10-TOTAL/Two Races/FEMALE(PERCENT),Numeric,8
466,MinFp1,1-Senior OFF AND MGRS/MINORITY/FEMALE (MINORITY) (PERCENT),Numeric,8
467,MinFp1_2,1_2 MID OFF AND MGRS (MINORITY) (PERCENT),Numeric,8
468,MinFp2,2-PROF/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
469,MinFp3,3-TECH/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
470,MinFp4,4-SALE/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
471,MinFp5,5-CLERICALS/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
472,MinFp6,6-CRAFT/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
473,MinFp7,7-OPER/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
474,MinFp8,8-LABORS/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
475,MinFp9,9-ServiceMINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
476,MinFp10,10-TOTAL/MINORITY/FEMALE(MINORITY)(PERCENT),Numeric,8
477,WHtp1,WHITE SENIOR OFF AND MGRS (PERCENT),Numeric,8
478,WHtp1_2,WHITE MID OFF AND MGRS (PERCENT),Numeric,8
479,WHtp2,WHITE PROFESSIONALS (PERCENT),Numeric,8
480,WHtp3,WHITE TECHNICIANS (PERCENT),Numeric,8
481,WHtp4,WHITE SALES WORKERS (PERCENT),Numeric,8
482,WHtp5,WHITE OFFICE AND CLERICALS (PERCENT),Numeric,8
483,WHtp6,WHITE CRAFT WORKERS (PERCENT),Numeric,8
484,WHtp7,WHITE OPERATIVES (PERCENT),Numeric,8
485,WHtp8,WHITE LABORERS (PERCENT),Numeric,8
486,WHtp9,WHITE SERVICE WORKERS (PERCENT),Numeric,8
487,WHtp10,WHITE TOTAL (PERCENT),Numeric,8
488,BLKtp1,SENIOR BLACK OFF AND MGRS (PERCENT),Numeric,8
489,BLKtp1_2,MID BLACK OFF AND MGRS,Numeric,8
490,BLKtp2,BLACK PROFESSIONALS (PERCENT),Numeric,8
491,BLKtp3,BLACK TECHNICIANS (PERCENT),Numeric,8
492,BLKtp4,BLACK SALES WORKERS (PERCENT),Numeric,8
493,BLKtp5,BLACK OFFICE AND CLERICALS (PERCENT),Numeric,8
494,BLKtp6,BLACK CRAFT WORKERS (PERCENT),Numeric,8
495,BLKtp7,BLACK OPERATIVES (PERCENT),Numeric,8
496,BLKtp8,BLACK LABORERS (PERCENT),Numeric,8
497,BLKtp9,BLACK SERVICE WORKERS (PERCENT),Numeric,8
498,BLKtp10,BLACK TOTAL (PERCENT),Numeric,8
499,HISPtp1,HISPANIC SENIOR OFF AND MGRS (PERCENT),Numeric,8
500,HISPtp1_2,HISPANIC MID OFF AND MGRS(PERCENT),Numeric,8
501,HISPtp2,HISPANIC PROFESSIONALS(PERCENT),Numeric,8
502,HISPtp3,HISPANIC TECHNICIANS(PERCENT),Numeric,8
503,HISPtp4,HISPANIC SALES WORKERS(PERCENT),Numeric,8
504,HISPtp5,HISPANIC OFFICE AND CLERICALS(PERCENT),Numeric,8
505,HISPtp6,HISPANIC CRAFT WORKERS(PERCENT),Numeric,8
506,HISPtp7,HISPANIC OPERATIVES(PERCENT),Numeric,8
507,HISPtp8,HISPANIC LABORERS(PERCENT),Numeric,8
508,HISPtp9,HISPANIC SERVICE WORKERS(PERCENT),Numeric,8
509,HISPtp10,HISPANIC TOTAL(PERCENT),Numeric,8
510,AIANtp1,INDIAN SENIOR OFF AND MGRS (PERCENT),Numeric,8
511,AIANtp1_2,INDIAN MID OFF AND MGRS(PERCENT),Numeric,8
512,AIANtp2,INDIAN PROFESSIONALS(PERCENT),Numeric,8
513,AIANtp3,INDIAN TECHNICIANS(PERCENT),Numeric,8
514,AIANtp4,INDIAN SALES WORKERS(PERCENT),Numeric,8
515,AIANtp5,INDIAN OFFICE AND CLERICALS(PERCENT),Numeric,8
516,AIANtp6,INDIAN CRAFT WORKERS(PERCENT),Numeric,8
517,AIANtp7,INDIAN OPERATIVES(PERCENT),Numeric,8
518,AIANtp8,INDIAN LABORERS(PERCENT),Numeric,8
519,AIANtp9,INDIAN SERVICE WORKERS(PERCENT),Numeric,8
520,AIANtp10,INDIAN TOTAL(PERCENT),Numeric,8
521,nhopitp1,Hawaiia SENIOR OFF AND MGRS (PERCENT),Numeric,8
522,nhopitp1_2,Hawaiia MID OFF AND MGRS(PERCENT),Numeric,8
523,nhopitp2,Hawaiia PROFESSIONALS(PERCENT),Numeric,8
524,nhopitp3,Hawaiia TECHNICIANS(PERCENT),Numeric,8
525,nhopitp4,Hawaiia SALES WORKERS(PERCENT),Numeric,8
526,nhopitp5,Hawaiia OFFICE AND CLERICALS(PERCENT),Numeric,8
527,nhopitp6,Hawaiia CRAFT WORKERS(PERCENT),Numeric,8
528,nhopitp7,Hawaiia OPERATIVES(PERCENT),Numeric,8
529,nhopitp8,Hawaiia LABORERS(PERCENT),Numeric,8
530,nhopitp9,Hawaiia SERVICE WORKERS(PERCENT),Numeric,8
531,nhopitp10,Hawaiia TOTAL(PERCENT),Numeric,8
532,asiantp1,ASIAN SENIOR OFF AND MGRS (PERCENT),Numeric,8
533,asiantp1_2,ASIAN MID OFF AND MGRS(PERCENT),Numeric,8
534,asiantp2,ASIAN PROFESSIONALS(PERCENT),Numeric,8
535,asiantp3,ASIAN TECHNICIANS(PERCENT),Numeric,8
536,asiantp4,ASIAN SALES WORKERS(PERCENT),Numeric,8
537,asiantp5,ASIAN OFFICE AND CLERICALS(PERCENT),Numeric,8
538,asiantp6,ASIAN CRAFT WORKERS(PERCENT),Numeric,8
539,asiantp7,ASIAN OPERATIVES(PERCENT),Numeric,8
540,asiantp8,ASIAN LABORERS(PERCENT),Numeric,8
541,asiantp9,ASIAN SERVICE WORKERS(PERCENT),Numeric,8
542,asiantp10,ASIAN TOTAL(PERCENT),Numeric,8
543,tomrtp1,Two Race SENIOR OFF AND MGRS (PERCENT),Numeric,8
544,tomrtp1_2,Two Race MID OFF AND MGRS(PERCENT),Numeric,8
545,tomrtp2,Two Race PROFESSIONALS(PERCENT),Numeric,8
546,tomrtp3,Two Race TECHNICIANS(PERCENT),Numeric,8
547,tomrtp4,Two Race SALES WORKERS(PERCENT),Numeric,8
548,tomrtp5,Two Race OFFICE AND CLERICALS(PERCENT),Numeric,8
549,tomrtp6,Two Race CRAFT WORKERS(PERCENT),Numeric,8
550,tomrtp7,Two Race OPERATIVES(PERCENT),Numeric,8
551,tomrtp8,Two Race LABORERS(PERCENT),Numeric,8
552,tomrtp9,Two Race SERVICE WORKERS(PERCENT),Numeric,8
553,tomrtp10,Two Race TOTAL(PERCENT),Numeric,8
554,MinTp1,1-Senior OFF AND MGRS/(MINORITY) (PERCENT),Numeric,8
555,MinTp1_2,1_2 MID OFF AND MGRS (MINORITY) (PERCENT),Numeric,8
556,MinTp2,2-PROF/MINORITY/(PERCENT),Numeric,8
557,MinTp3,3-TECH/MINORITY/(PERCENT),Numeric,8
558,MinTp4,4-SALE/MINORITY/(MINORITY)(PERCENT),Numeric,8
559,MinTp5,5-CLERICALS/MINORITY/(MINORITY)(PERCENT),Numeric,8
560,MinTp6,6-CRAFT/MINORITY/(MINORITY)(PERCENT),Numeric,8
561,MinTp7,7-OPER/MINORITY/(MINORITY)(PERCENT),Numeric,8
562,MinTp8,8-LABORS/MINORITY/(MINORITY)(PERCENT),Numeric,8
563,MinTp9,9-ServiceMINORITY/(MINORITY)(PERCENT),Numeric,8
564,MinTp10,10-TOTAL/MINORITY/(MINORITY)(PERCENT),Numeric,8
565,MTp1,MALE SENIOR OFF AND MGRS (PERCENT),Numeric,8
566,MTp1_2,MALE MID OFF AND MGRS(PERCENT),Numeric,8
567,MTp2,MALE PROFESSIONALS (PERCENT),Numeric,8
568,MTp3,MALE TECHNICIANS(PERCENT),Numeric,8
569,MTp4,MALE SALES WORKERS(PERCENT),Numeric,8
570,MTp5,MALE OFFICE AND CLERICALS(PERCENT),Numeric,8
571,MTp6,MALE CRAFT WORKERS(PERCENT),Numeric,8
572,MTp7,MALE OPERATIVES(PERCENT),Numeric,8
573,MTp8,MALE LABORERS(PERCENT),Numeric,8
574,MTp9,MALE SERVICE WORKERS(PERCENT),Numeric,8
575,MTp10,MALE TOTAL(PERCENT),Numeric,8
576,FTp1,FEMALE SENIOR OFF AND MGRS (PERCENT),Numeric,8
577,FTp1_2,FEMALE MID OFF AND MGRS,Numeric,8
578,FTp2,FEMALE PROFESSIONALS(PERCENT),Numeric,8
579,FTp3,FEMALE TECHNICIANS(PERCENT),Numeric,8
580,FTp4,FEMALE SALES WORKERS(PERCENT),Numeric,8
581,FTp5,FEMALE OFFICE AND CLERICALS(PERCENT),Numeric,8
582,FTp6,FEMALE CRAFT WORKERS(PERCENT),Numeric,8
583,FTp7,FEMALE OPERATIVES(PERCENT),Numeric,8
584,FTp8,FEMALE LABORERS(PERCENT),Numeric,8
585,FTp9,FEMALE SERVICE WORKERS(PERCENT),Numeric,8
586,FTp10,FEMALE TOTAL(PERCENT),Numeric,8
587,PTOTAL1,100 percent for total1,Numeric,8
588,PTOTAL1_2,100 percent for total1_2,Numeric,8
589,PTOTAL2,100 percent for total2,Numeric,8
590,PTOTAL3,100 percent for total3,Numeric,8
591,PTOTAL4,100 percent for total4,Numeric,8
592,PTOTAL5,100 percent for total5,Numeric,8
593,PTOTAL6,100 percent for total6,Numeric,8
594,PTOTAL7,100 percent for total7,Numeric,8
595,PTOTAL8,100 percent for total8,Numeric,8
596,PTOTAL9,100 percent for total9,Numeric,8
597,PTOTAL10,100 percent for total10,Numeric,8
