AWW	 Helen	 f	 protag	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AY	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 OW	 diphthong			
AWW	 Lafew	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 Lafew	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 Lafew	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
